Year,CountryName,Region,IncomeGroup,NoOfVisitors
2011,United Arab Emirates,Middle East & North Africa,High income,0
2011,Argentina,Latin America & Caribbean,High income,5705000
2011,Armenia,Europe & Central Asia,Lower middle income,758000
2011,American Samoa,East Asia & Pacific,Upper middle income,22600
2011,Antigua and Barbuda,Latin America & Caribbean,High income,241000
2011,Australia,East Asia & Pacific,High income,5771000
2011,Austria,Europe & Central Asia,High income,23012000
2011,Azerbaijan,Europe & Central Asia,Upper middle income,1562000
2011,Burundi,Sub-Saharan Africa,Low income,0
2011,Belgium,Europe & Central Asia,High income,7494000
2011,Benin,Sub-Saharan Africa,Low income,209000
2011,Burkina Faso,Sub-Saharan Africa,Low income,238000
2011,Bangladesh,South Asia,Lower middle income,155000
2011,Bulgaria,Europe & Central Asia,Upper middle income,6328000
2011,Bahrain,Middle East & North Africa,High income,6732000
2011,"Bahamas, The",Latin America & Caribbean,High income,1346000
2011,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,392000
2011,Belarus,Europe & Central Asia,Upper middle income,116000
2011,Belize,Latin America & Caribbean,Upper middle income,250000
2011,Bermuda,North America,High income,236000
2011,Bolivia,Latin America & Caribbean,Lower middle income,711000
2011,Brazil,Latin America & Caribbean,Upper middle income,5433000
2011,Barbados,Latin America & Caribbean,High income,568000
2011,Brunei Darussalam,East Asia & Pacific,High income,242000
2011,Bhutan,South Asia,Lower middle income,66000
2011,Botswana,Sub-Saharan Africa,Upper middle income,0
2011,Central African Republic,Sub-Saharan Africa,Low income,65000
2011,Canada,North America,High income,16014000
2011,Central Europe and the Baltics,Others,Others,70416000
2011,Switzerland,Europe & Central Asia,High income,8534000
2011,Channel Islands,Europe & Central Asia,High income,0
2011,Chile,Latin America & Caribbean,High income,3137000
2011,China,East Asia & Pacific,Upper middle income,57581000
2011,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,270000
2011,Cameroon,Sub-Saharan Africa,Lower middle income,604000
2011,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,218000
2011,Colombia,Latin America & Caribbean,Upper middle income,2042000
2011,Comoros,Sub-Saharan Africa,Low income,19000
2011,Cabo Verde,Sub-Saharan Africa,Lower middle income,428000
2011,Costa Rica,Latin America & Caribbean,Upper middle income,2192000
2011,Caribbean small states,Others,Others,5849000
2011,Cuba,Latin America & Caribbean,Upper middle income,2688000
2011,Curacao,Latin America & Caribbean,High income,390000
2011,Cayman Islands,Latin America & Caribbean,High income,309000
2011,Cyprus,Europe & Central Asia,High income,2392000
2011,Czech Republic,Europe & Central Asia,High income,9019000
2011,Germany,Europe & Central Asia,High income,28374000
2011,Djibouti,Middle East & North Africa,Lower middle income,56000
2011,Dominica,Latin America & Caribbean,Upper middle income,76000
2011,Denmark,Europe & Central Asia,High income,7864000
2011,Dominican Republic,Latin America & Caribbean,Upper middle income,4306000
2011,Algeria,Middle East & North Africa,Upper middle income,2395000
2011,East Asia & Pacific (developing only),Others,Others,128110891
2011,East Asia & Pacific (all income levels),Others,Others,206837097
2011,Europe & Central Asia (developing only),Others,Others,90557890
2011,Europe & Central Asia (all income levels),Others,Others,525950625
2011,Ecuador,Latin America & Caribbean,Upper middle income,1141000
2011,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,9497000
2011,Euro area,Others,Others,307096000
2011,Eritrea,Sub-Saharan Africa,Low income,107000
2011,Spain,Europe & Central Asia,High income,56177000
2011,Estonia,Europe & Central Asia,High income,2665000
2011,Ethiopia,Sub-Saharan Africa,Low income,523000
2011,European Union,Others,Others,405973000
2011,Fragile and conflict affected situations,Others,Others,19710116
2011,Finland,Europe & Central Asia,High income,4192000
2011,Fiji,East Asia & Pacific,Upper middle income,675000
2011,France,Europe & Central Asia,High income,80499000
2011,Faroe Islands,Europe & Central Asia,High income,0
2011,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,35000
2011,Gabon,Sub-Saharan Africa,Upper middle income,0
2011,United Kingdom,Europe & Central Asia,High income,29306000
2011,Georgia,Europe & Central Asia,Lower middle income,2822000
2011,Ghana,Sub-Saharan Africa,Lower middle income,821000
2011,Guinea,Sub-Saharan Africa,Low income,131000
2011,"Gambia, The",Sub-Saharan Africa,Low income,106000
2011,Guinea-Bissau,Sub-Saharan Africa,Low income,0
2011,Equatorial Guinea,Sub-Saharan Africa,High income,0
2011,Greece,Europe & Central Asia,High income,16427000
2011,Grenada,Latin America & Caribbean,Upper middle income,118000
2011,Greenland,Europe & Central Asia,High income,0
2011,Guatemala,Latin America & Caribbean,Lower middle income,1225000
2011,Guam,East Asia & Pacific,High income,1159000
2011,Guyana,Latin America & Caribbean,Lower middle income,157000
2011,High income,Others,Others,647720272
2011,"Hong Kong SAR, China",East Asia & Pacific,High income,22316000
2011,Honduras,Latin America & Caribbean,Lower middle income,871000
2011,Heavily indebted poor countries (HIPC),Others,Others,17278091
2011,Croatia,Europe & Central Asia,High income,9927000
2011,Haiti,Latin America & Caribbean,Low income,349000
2011,Hungary,Europe & Central Asia,High income,10250000
2011,Indonesia,East Asia & Pacific,Lower middle income,7650000
2011,Isle of Man,Europe & Central Asia,High income,0
2011,India,South Asia,Lower middle income,6309000
2011,Ireland,Europe & Central Asia,High income,7630000
2011,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,3354000
2011,Iraq,Middle East & North Africa,Upper middle income,1510000
2011,Iceland,Europe & Central Asia,High income,566000
2011,Israel,Middle East & North Africa,High income,2820000
2011,Italy,Europe & Central Asia,High income,46119000
2011,Jamaica,Latin America & Caribbean,Upper middle income,1952000
2011,Jordan,Middle East & North Africa,Upper middle income,3960000
2011,Japan,East Asia & Pacific,High income,6219000
2011,Kazakhstan,Europe & Central Asia,Upper middle income,4093000
2011,Kenya,Sub-Saharan Africa,Lower middle income,1750000
2011,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2278000
2011,Cambodia,East Asia & Pacific,Low income,2882000
2011,Kiribati,East Asia & Pacific,Lower middle income,5300
2011,St. Kitts and Nevis,Latin America & Caribbean,High income,104000
2011,"Korea, Rep.",East Asia & Pacific,High income,9795000
2011,Kosovo,Europe & Central Asia,Lower middle income,0
2011,Kuwait,Middle East & North Africa,High income,269000
2011,Latin America & Caribbean (developing only),Others,Others,54254648
2011,Lao PDR,East Asia & Pacific,Lower middle income,1894000
2011,Lebanon,Middle East & North Africa,Upper middle income,1655000
2011,Liberia,Sub-Saharan Africa,Low income,0
2011,Libya,Middle East & North Africa,Upper middle income,0
2011,St. Lucia,Latin America & Caribbean,Upper middle income,312000
2011,Latin America & Caribbean (all income levels),Others,Others,75404784
2011,Least developed countries: UN classification,Others,Others,20784284
2011,Low income,Others,Others,16953051
2011,Liechtenstein,Europe & Central Asia,High income,53000
2011,Sri Lanka,South Asia,Lower middle income,856000
2011,Lower middle income,Others,Others,96147185
2011,Low & middle income,Others,Others,359925961
2011,Lesotho,Sub-Saharan Africa,Lower middle income,398000
2011,Lithuania,Europe & Central Asia,High income,1775000
2011,Luxembourg,Europe & Central Asia,High income,870000
2011,Latvia,Europe & Central Asia,High income,1493000
2011,"Macao SAR, China",East Asia & Pacific,High income,12925000
2011,St. Martin (French part),Latin America & Caribbean,High income,0
2011,Morocco,Middle East & North Africa,Lower middle income,9342000
2011,Monaco,Europe & Central Asia,High income,295000
2011,Moldova,Europe & Central Asia,Lower middle income,9000
2011,Madagascar,Sub-Saharan Africa,Low income,225000
2011,Maldives,South Asia,Upper middle income,931000
2011,Middle East & North Africa (all income levels),Others,Others,87376077
2011,Mexico,Latin America & Caribbean,Upper middle income,23403000
2011,Marshall Islands,East Asia & Pacific,Upper middle income,4600
2011,Middle income,Others,Others,340691441
2011,"Macedonia, FYR",Europe & Central Asia,Upper middle income,327000
2011,Mali,Sub-Saharan Africa,Low income,160000
2011,Malta,Middle East & North Africa,High income,1415000
2011,Myanmar,East Asia & Pacific,Lower middle income,816000
2011,Middle East & North Africa (developing only),Others,Others,46302684
2011,Montenegro,Europe & Central Asia,Upper middle income,1201000
2011,Mongolia,East Asia & Pacific,Upper middle income,460000
2011,Northern Mariana Islands,East Asia & Pacific,High income,336000
2011,Mozambique,Sub-Saharan Africa,Low income,1902000
2011,Mauritania,Sub-Saharan Africa,Lower middle income,0
2011,Mauritius,Sub-Saharan Africa,Upper middle income,965000
2011,Malawi,Sub-Saharan Africa,Low income,767000
2011,Malaysia,East Asia & Pacific,Upper middle income,24714000
2011,North America,Others,Others,79071000
2011,Namibia,Sub-Saharan Africa,Upper middle income,1027000
2011,New Caledonia,East Asia & Pacific,High income,112000
2011,Niger,Sub-Saharan Africa,Low income,82000
2011,Nigeria,Sub-Saharan Africa,Lower middle income,715000
2011,Nicaragua,Latin America & Caribbean,Lower middle income,1060000
2011,Netherlands,Europe & Central Asia,High income,11300000
2011,High income: nonOECD,Others,Others,150652401
2011,Norway,Europe & Central Asia,High income,4963000
2011,Nepal,South Asia,Low income,736000
2011,New Zealand,East Asia & Pacific,High income,2511000
2011,High income: OECD,Others,Others,498183000
2011,OECD members,Others,Others,556240000
2011,Oman,Middle East & North Africa,High income,1018000
2011,Other small states,Others,Others,9220935
2011,Pakistan,South Asia,Lower middle income,1161000
2011,Panama,Latin America & Caribbean,Upper middle income,1473000
2011,Peru,Latin America & Caribbean,Upper middle income,2598000
2011,Philippines,East Asia & Pacific,Lower middle income,3917000
2011,Palau,East Asia & Pacific,Upper middle income,109000
2011,Papua New Guinea,East Asia & Pacific,Lower middle income,158000
2011,Poland,Europe & Central Asia,High income,13350000
2011,Puerto Rico,Latin America & Caribbean,High income,3048000
2011,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,0
2011,Portugal,Europe & Central Asia,High income,7264000
2011,Paraguay,Latin America & Caribbean,Upper middle income,524000
2011,Pacific island small states,Others,Others,1114000
2011,French Polynesia,East Asia & Pacific,High income,163000
2011,Qatar,Middle East & North Africa,High income,2057000
2011,Romania,Europe & Central Asia,Upper middle income,7611000
2011,Russian Federation,Europe & Central Asia,High income,24932000
2011,Rwanda,Sub-Saharan Africa,Low income,688000
2011,South Asia,Others,Others,10419391
2011,Saudi Arabia,Middle East & North Africa,High income,14179000
2011,Sudan,Sub-Saharan Africa,Lower middle income,536000
2011,Senegal,Sub-Saharan Africa,Lower middle income,968000
2011,Singapore,East Asia & Pacific,High income,10390000
2011,Solomon Islands,East Asia & Pacific,Lower middle income,22900
2011,Sierra Leone,Sub-Saharan Africa,Low income,52000
2011,El Salvador,Latin America & Caribbean,Lower middle income,1184000
2011,San Marino,Europe & Central Asia,High income,156000
2011,Somalia,Sub-Saharan Africa,Low income,0
2011,Serbia,Europe & Central Asia,Upper middle income,764000
2011,Sub-Saharan Africa (developing only),Others,Others,33824341
2011,South Sudan,Sub-Saharan Africa,Low income,0
2011,Sub-Saharan Africa (all income levels),Others,Others,34057310
2011,Small states,Others,Others,16114663
2011,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,12000
2011,Suriname,Latin America & Caribbean,Upper middle income,220000
2011,Slovak Republic,Europe & Central Asia,High income,5961000
2011,Slovenia,Europe & Central Asia,High income,2037000
2011,Sweden,Europe & Central Asia,High income,5222000
2011,Swaziland,Sub-Saharan Africa,Lower middle income,879000
2011,Sint Maarten (Dutch part),Latin America & Caribbean,High income,424000
2011,Seychelles,Sub-Saharan Africa,High income,194000
2011,Syrian Arab Republic,Middle East & North Africa,Lower middle income,5070000
2011,Turks and Caicos Islands,Latin America & Caribbean,High income,354000
2011,Chad,Sub-Saharan Africa,Low income,77000
2011,Togo,Sub-Saharan Africa,Low income,300000
2011,Thailand,East Asia & Pacific,Upper middle income,19230000
2011,Tajikistan,Europe & Central Asia,Lower middle income,183000
2011,Turkmenistan,Europe & Central Asia,Upper middle income,0
2011,Timor-Leste,East Asia & Pacific,Lower middle income,51000
2011,Tonga,East Asia & Pacific,Upper middle income,46000
2011,Trinidad and Tobago,Latin America & Caribbean,High income,431000
2011,Tunisia,Middle East & North Africa,Upper middle income,4785000
2011,Turkey,Europe & Central Asia,Upper middle income,34654000
2011,Tuvalu,East Asia & Pacific,Upper middle income,1200
2011,Tanzania,Sub-Saharan Africa,Low income,843000
2011,Uganda,Sub-Saharan Africa,Low income,1151000
2011,Ukraine,Europe & Central Asia,Lower middle income,21415000
2011,Upper middle income,Others,Others,244303441
2011,Uruguay,Latin America & Caribbean,High income,2857000
2011,United States,North America,High income,62821000
2011,Uzbekistan,Europe & Central Asia,Lower middle income,0
2011,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,74000
2011,"Venezuela, RB",Latin America & Caribbean,High income,595000
2011,Virgin Islands (U.S.),Latin America & Caribbean,High income,532000
2011,Vietnam,East Asia & Pacific,Lower middle income,6014000
2011,Vanuatu,East Asia & Pacific,Lower middle income,94000
2011,West Bank and Gaza,Middle East & North Africa,Lower middle income,449000
2011,World,Others,Others,1020743324
2011,Samoa,East Asia & Pacific,Lower middle income,121000
2011,"Yemen, Rep.",Middle East & North Africa,Lower middle income,829000
2011,South Africa,Sub-Saharan Africa,Upper middle income,8339000
2011,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,186000
2011,Zambia,Sub-Saharan Africa,Lower middle income,920000
2011,Zimbabwe,Sub-Saharan Africa,Low income,2423000
2012,Aruba,Latin America & Caribbean,High income,904000
2012,Andorra,Europe & Central Asia,High income,2238000
2012,Afghanistan,South Asia,Low income,0
2012,Angola,Sub-Saharan Africa,Upper middle income,528000
2012,Albania,Europe & Central Asia,Upper middle income,3156000
2012,Arab World,Others,Others,93428842
2012,United Arab Emirates,Middle East & North Africa,High income,0
2012,Argentina,Latin America & Caribbean,High income,5587000
2012,Armenia,Europe & Central Asia,Lower middle income,963000
2012,American Samoa,East Asia & Pacific,Upper middle income,22600
2012,Antigua and Barbuda,Latin America & Caribbean,High income,247000
2012,Australia,East Asia & Pacific,High income,6032000
2012,Austria,Europe & Central Asia,High income,24151000
2012,Azerbaijan,Europe & Central Asia,Upper middle income,1986000
2012,Burundi,Sub-Saharan Africa,Low income,0
2012,Belgium,Europe & Central Asia,High income,7560000
2012,Benin,Sub-Saharan Africa,Low income,220000
2012,Burkina Faso,Sub-Saharan Africa,Low income,237000
2012,Bangladesh,South Asia,Lower middle income,125000
2012,Bulgaria,Europe & Central Asia,Upper middle income,6541000
2012,Bahrain,Middle East & North Africa,High income,8062000
2012,"Bahamas, The",Latin America & Caribbean,High income,1422000
2012,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,439000
2012,Belarus,Europe & Central Asia,Upper middle income,119000
2012,Belize,Latin America & Caribbean,Upper middle income,277000
2012,Bermuda,North America,High income,232000
2012,Bolivia,Latin America & Caribbean,Lower middle income,798000
2012,Brazil,Latin America & Caribbean,Upper middle income,5677000
2012,Barbados,Latin America & Caribbean,High income,536000
2012,Brunei Darussalam,East Asia & Pacific,High income,209000
2012,Bhutan,South Asia,Lower middle income,105000
2012,Botswana,Sub-Saharan Africa,Upper middle income,1614000
2012,Central African Republic,Sub-Saharan Africa,Low income,71000
2012,Canada,North America,High income,16344000
2012,Central Europe and the Baltics,Others,Others,74633000
2012,Switzerland,Europe & Central Asia,High income,8566000
2012,Channel Islands,Europe & Central Asia,High income,0
2012,Chile,Latin America & Caribbean,High income,3554000
2012,China,East Asia & Pacific,Upper middle income,57725000
2012,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,289000
2012,Cameroon,Sub-Saharan Africa,Lower middle income,817000
2012,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,256000
2012,Colombia,Latin America & Caribbean,Upper middle income,2175000
2012,Comoros,Sub-Saharan Africa,Low income,0
2012,Cabo Verde,Sub-Saharan Africa,Lower middle income,482000
2012,Costa Rica,Latin America & Caribbean,Upper middle income,2343000
2012,Caribbean small states,Others,Others,6020000
2012,Cuba,Latin America & Caribbean,Upper middle income,2815000
2012,Curacao,Latin America & Caribbean,High income,421000
2012,Cayman Islands,Latin America & Caribbean,High income,322000
2012,Cyprus,Europe & Central Asia,High income,2465000
2012,Czech Republic,Europe & Central Asia,High income,10123000
2012,Germany,Europe & Central Asia,High income,30411000
2012,Djibouti,Middle East & North Africa,Lower middle income,60000
2012,Dominica,Latin America & Caribbean,Upper middle income,79000
2012,Denmark,Europe & Central Asia,High income,8443000
2012,Dominican Republic,Latin America & Caribbean,Upper middle income,4563000
2012,Algeria,Middle East & North Africa,Upper middle income,2634000
2012,East Asia & Pacific (developing only),Others,Others,134760822
2012,East Asia & Pacific (all income levels),Others,Others,221495124
2012,Europe & Central Asia (developing only),Others,Others,97659306
2012,Europe & Central Asia (all income levels),Others,Others,546186896
2012,Ecuador,Latin America & Caribbean,Upper middle income,1272000
2012,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,11196000
2012,Euro area,Others,Others,313731000
2012,Eritrea,Sub-Saharan Africa,Low income,0
2012,Spain,Europe & Central Asia,High income,57464000
2012,Estonia,Europe & Central Asia,High income,2744000
2012,Ethiopia,Sub-Saharan Africa,Low income,597000
2012,European Union,Others,Others,416765000
2012,Fragile and conflict affected situations,Others,Others,0
2012,Finland,Europe & Central Asia,High income,4226000
2012,Fiji,East Asia & Pacific,Upper middle income,661000
2012,France,Europe & Central Asia,High income,81980000
2012,Faroe Islands,Europe & Central Asia,High income,0
2012,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,38000
2012,Gabon,Sub-Saharan Africa,Upper middle income,0
2012,United Kingdom,Europe & Central Asia,High income,29282000
2012,Georgia,Europe & Central Asia,Lower middle income,4428000
2012,Ghana,Sub-Saharan Africa,Lower middle income,903000
2012,Guinea,Sub-Saharan Africa,Low income,96000
2012,"Gambia, The",Sub-Saharan Africa,Low income,157000
2012,Guinea-Bissau,Sub-Saharan Africa,Low income,0
2012,Equatorial Guinea,Sub-Saharan Africa,High income,0
2012,Greece,Europe & Central Asia,High income,15518000
2012,Grenada,Latin America & Caribbean,Upper middle income,116000
2012,Greenland,Europe & Central Asia,High income,0
2012,Guatemala,Latin America & Caribbean,Lower middle income,1305000
2012,Guam,East Asia & Pacific,High income,1304000
2012,Guyana,Latin America & Caribbean,Lower middle income,177000
2012,High income,Others,Others,678236713
2012,"Hong Kong SAR, China",East Asia & Pacific,High income,23770000
2012,Honduras,Latin America & Caribbean,Lower middle income,895000
2012,Heavily indebted poor countries (HIPC),Others,Others,18663523
2012,Croatia,Europe & Central Asia,High income,10369000
2012,Haiti,Latin America & Caribbean,Low income,349000
2012,Hungary,Europe & Central Asia,High income,10353000
2012,Indonesia,East Asia & Pacific,Lower middle income,8044000
2012,Isle of Man,Europe & Central Asia,High income,0
2012,India,South Asia,Lower middle income,6578000
2012,Ireland,Europe & Central Asia,High income,7550000
2012,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,3834000
2012,Iraq,Middle East & North Africa,Upper middle income,1111000
2012,Iceland,Europe & Central Asia,High income,673000
2012,Israel,Middle East & North Africa,High income,2886000
2012,Italy,Europe & Central Asia,High income,46360000
2012,Jamaica,Latin America & Caribbean,Upper middle income,1986000
2012,Jordan,Middle East & North Africa,Upper middle income,4162000
2012,Japan,East Asia & Pacific,High income,8358000
2012,Kazakhstan,Europe & Central Asia,Upper middle income,4437000
2012,Kenya,Sub-Saharan Africa,Lower middle income,1619000
2012,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2406000
2012,Cambodia,East Asia & Pacific,Low income,3584000
2012,Kiribati,East Asia & Pacific,Lower middle income,4900
2012,St. Kitts and Nevis,Latin America & Caribbean,High income,104000
2012,"Korea, Rep.",East Asia & Pacific,High income,11140000
2012,Kosovo,Europe & Central Asia,Lower middle income,0
2012,Kuwait,Middle East & North Africa,High income,300000
2012,Latin America & Caribbean (developing only),Others,Others,56208889
2012,Lao PDR,East Asia & Pacific,Lower middle income,2291000
2012,Lebanon,Middle East & North Africa,Upper middle income,1366000
2012,Liberia,Sub-Saharan Africa,Low income,0
2012,Libya,Middle East & North Africa,Upper middle income,0
2012,St. Lucia,Latin America & Caribbean,Upper middle income,307000
2012,Latin America & Caribbean (all income levels),Others,Others,78090620
2012,Least developed countries: UN classification,Others,Others,23168426
2012,Low income,Others,Others,17894820
2012,Liechtenstein,Europe & Central Asia,High income,54000
2012,Sri Lanka,South Asia,Lower middle income,1006000
2012,Lower middle income,Others,Others,105025814
2012,Low & middle income,Others,Others,380674429
2012,Lesotho,Sub-Saharan Africa,Lower middle income,423000
2012,Lithuania,Europe & Central Asia,High income,1900000
2012,Luxembourg,Europe & Central Asia,High income,950000
2012,Latvia,Europe & Central Asia,High income,1435000
2012,"Macao SAR, China",East Asia & Pacific,High income,13577000
2012,St. Martin (French part),Latin America & Caribbean,High income,0
2012,Morocco,Middle East & North Africa,Lower middle income,9375000
2012,Monaco,Europe & Central Asia,High income,292000
2012,Moldova,Europe & Central Asia,Lower middle income,11000
2012,Madagascar,Sub-Saharan Africa,Low income,256000
2012,Maldives,South Asia,Upper middle income,958000
2012,Middle East & North Africa (all income levels),Others,Others,97046177
2012,Mexico,Latin America & Caribbean,Upper middle income,23403000
2012,Marshall Islands,East Asia & Pacific,Upper middle income,4600
2012,Middle income,Others,Others,360361476
2012,"Macedonia, FYR",Europe & Central Asia,Upper middle income,351000
2012,Mali,Sub-Saharan Africa,Low income,134000
2012,Malta,Middle East & North Africa,High income,1443000
2012,Myanmar,East Asia & Pacific,Lower middle income,1059000
2012,Middle East & North Africa (developing only),Others,Others,50243651
2012,Montenegro,Europe & Central Asia,Upper middle income,1264000
2012,Mongolia,East Asia & Pacific,Upper middle income,476000
2012,Northern Mariana Islands,East Asia & Pacific,High income,401000
2012,Mozambique,Sub-Saharan Africa,Low income,2113000
2012,Mauritania,Sub-Saharan Africa,Lower middle income,0
2012,Mauritius,Sub-Saharan Africa,Upper middle income,965000
2012,Malawi,Sub-Saharan Africa,Low income,770000
2012,Malaysia,East Asia & Pacific,Upper middle income,25033000
2012,North America,Others,Others,83233000
2012,Namibia,Sub-Saharan Africa,Upper middle income,1079000
2012,New Caledonia,East Asia & Pacific,High income,112000
2012,Niger,Sub-Saharan Africa,Low income,94000
2012,Nigeria,Sub-Saharan Africa,Lower middle income,486000
2012,Nicaragua,Latin America & Caribbean,Lower middle income,1180000
2012,Netherlands,Europe & Central Asia,High income,11680000
2012,High income: nonOECD,Others,Others,163908332
2012,Norway,Europe & Central Asia,High income,4538000
2012,Nepal,South Asia,Low income,803000
2012,New Zealand,East Asia & Pacific,High income,2473000
2012,High income: OECD,Others,Others,515896000
2012,OECD members,Others,Others,574997000
2012,Oman,Middle East & North Africa,High income,1241000
2012,Other small states,Others,Others,9727194
2012,Pakistan,South Asia,Lower middle income,966000
2012,Panama,Latin America & Caribbean,Upper middle income,1606000
2012,Peru,Latin America & Caribbean,Upper middle income,2846000
2012,Philippines,East Asia & Pacific,Lower middle income,4273000
2012,Palau,East Asia & Pacific,Upper middle income,119000
2012,Papua New Guinea,East Asia & Pacific,Lower middle income,168000
2012,Poland,Europe & Central Asia,High income,14840000
2012,Puerto Rico,Latin America & Caribbean,High income,3069000
2012,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,0
2012,Portugal,Europe & Central Asia,High income,7503000
2012,Paraguay,Latin America & Caribbean,Upper middle income,579000
2012,Pacific island small states,Others,Others,1134500
2012,French Polynesia,East Asia & Pacific,High income,169000
2012,Qatar,Middle East & North Africa,High income,2346000
2012,Romania,Europe & Central Asia,Upper middle income,7937000
2012,Russian Federation,Europe & Central Asia,High income,28177000
2012,Rwanda,Sub-Saharan Africa,Low income,815000
2012,South Asia,Others,Others,10752967
2012,Saudi Arabia,Middle East & North Africa,High income,16332000
2012,Sudan,Sub-Saharan Africa,Lower middle income,575000
2012,Senegal,Sub-Saharan Africa,Lower middle income,962000
2012,Singapore,East Asia & Pacific,High income,11098000
2012,Solomon Islands,East Asia & Pacific,Lower middle income,23900
2012,Sierra Leone,Sub-Saharan Africa,Low income,60000
2012,El Salvador,Latin America & Caribbean,Lower middle income,1255000
2012,San Marino,Europe & Central Asia,High income,139000
2012,Somalia,Sub-Saharan Africa,Low income,0
2012,Serbia,Europe & Central Asia,Upper middle income,810000
2012,Sub-Saharan Africa (developing only),Others,Others,34990222
2012,South Sudan,Sub-Saharan Africa,Low income,0
2012,Sub-Saharan Africa (all income levels),Others,Others,35239624
2012,Small states,Others,Others,16767632
2012,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,0
2012,Suriname,Latin America & Caribbean,Upper middle income,240000
2012,Slovak Republic,Europe & Central Asia,High income,6235000
2012,Slovenia,Europe & Central Asia,High income,2156000
2012,Sweden,Europe & Central Asia,High income,5146000
2012,Swaziland,Sub-Saharan Africa,Lower middle income,889000
2012,Sint Maarten (Dutch part),Latin America & Caribbean,High income,457000
2012,Seychelles,Sub-Saharan Africa,High income,208000
2012,Syrian Arab Republic,Middle East & North Africa,Lower middle income,0
2012,Turks and Caicos Islands,Latin America & Caribbean,High income,292000
2012,Chad,Sub-Saharan Africa,Low income,86000
2012,Togo,Sub-Saharan Africa,Low income,235000
2012,Thailand,East Asia & Pacific,Upper middle income,22354000
2012,Tajikistan,Europe & Central Asia,Lower middle income,244000
2012,Turkmenistan,Europe & Central Asia,Upper middle income,0
2012,Timor-Leste,East Asia & Pacific,Lower middle income,58000
2012,Tonga,East Asia & Pacific,Upper middle income,48000
2012,Trinidad and Tobago,Latin America & Caribbean,High income,455000
2012,Tunisia,Middle East & North Africa,Upper middle income,5950000
2012,Turkey,Europe & Central Asia,Upper middle income,35698000
2012,Tuvalu,East Asia & Pacific,Upper middle income,1100
2012,Tanzania,Sub-Saharan Africa,Low income,1043000
2012,Uganda,Sub-Saharan Africa,Low income,1197000
2012,Ukraine,Europe & Central Asia,Lower middle income,23013000
2012,Upper middle income,Others,Others,255221440
2012,Uruguay,Latin America & Caribbean,High income,2695000
2012,United States,North America,High income,66657000
2012,Uzbekistan,Europe & Central Asia,Lower middle income,0
2012,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,74000
2012,"Venezuela, RB",Latin America & Caribbean,High income,988000
2012,Virgin Islands (U.S.),Latin America & Caribbean,High income,580000
2012,Vietnam,East Asia & Pacific,Lower middle income,6848000
2012,Vanuatu,East Asia & Pacific,Lower middle income,108000
2012,West Bank and Gaza,Middle East & North Africa,Lower middle income,490000
2012,World,Others,Others,1072605960
2012,Samoa,East Asia & Pacific,Lower middle income,126000
2012,"Yemen, Rep.",Middle East & North Africa,Lower middle income,874000
2012,South Africa,Sub-Saharan Africa,Upper middle income,9188000
2012,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,167000
2012,Zambia,Sub-Saharan Africa,Lower middle income,859000
2012,Zimbabwe,Sub-Saharan Africa,Low income,1794000
2013,Aruba,Latin America & Caribbean,High income,979000
2013,Andorra,Europe & Central Asia,High income,2328000
2013,Afghanistan,South Asia,Low income,0
2013,Angola,Sub-Saharan Africa,Upper middle income,650000
2013,Albania,Europe & Central Asia,Upper middle income,2857000
2013,Arab World,Others,Others,92994743
2013,United Arab Emirates,Middle East & North Africa,High income,0
2013,Argentina,Latin America & Caribbean,High income,5246000
2013,Armenia,Europe & Central Asia,Lower middle income,1084000
2013,American Samoa,East Asia & Pacific,Upper middle income,20800
2013,Antigua and Barbuda,Latin America & Caribbean,High income,243000
2013,Australia,East Asia & Pacific,High income,6382000
2013,Austria,Europe & Central Asia,High income,24813000
2013,Azerbaijan,Europe & Central Asia,Upper middle income,2130000
2013,Burundi,Sub-Saharan Africa,Low income,0
2013,Belgium,Europe & Central Asia,High income,7684000
2013,Benin,Sub-Saharan Africa,Low income,231000
2013,Burkina Faso,Sub-Saharan Africa,Low income,218000
2013,Bangladesh,South Asia,Lower middle income,148000
2013,Bulgaria,Europe & Central Asia,Upper middle income,6898000
